agency,dataset_title,parent_alias_id,alias_id,alias,alias_type,prefilter
NOAA,"Sea, Lake, and Overland Surges from Hurricanes",131,14,"NOAA Sea, Lake, and Overland Surges from Hurricanes",alias,
NOAA,"Sea, Lake, and Overland Surges from Hurricanes",131,65,NOAA storm surge inundation,alias,
NOAA,"Sea, Lake, and Overland Surges from Hurricanes",131,66,National Weather Service (NWS) storm surge risk,alias,
NOAA,"Sea, Lake, and Overland Surges from Hurricanes",131,131,"Sea, Lake, and Overland Surges from Hurricanes",main,
NOAA,Marigram,134,134,Marigram,main,
NOAA,Marigram,134,187,Historic tide gauge data,alias,
NOAA,Marigram,134,188,Climate Database Modernization Program,alias,
NOAA,Deep-ocean Assessment and Reporting of Tsunamis,135,135,Deep-ocean Assessment and Reporting of Tsunamis,main,
NOAA,Deep-ocean Assessment and Reporting of Tsunamis,135,189,DART buoy,alias,
NOAA,Deep-ocean Assessment and Reporting of Tsunamis,135,190,DART gauge,alias,
NOAA,Sea Level Rise Viewer,136,136,Sea Level Rise Viewer,main,
NOAA,Sea Level Rise Viewer,136,193,NOAA Sea Level Rise Viewer,alias,
NOAA,Multibeam Bathymetry Database,137,137,Multibeam Bathymetry Database,main,
NOAA,Multibeam Bathymetry Database,137,206,NOAA hydrographic database,alias,
NOAA,Multibeam Bathymetry Database,137,207,NOAA bathymetry,alias,
NOAA,Multibeam Bathymetry Database,137,208,NOS bathymetry,alias,
NOAA,Continually Updated Shoreline Product,138,138,Continually Updated Shoreline Product,main,
NOAA,Continually Updated Shoreline Product,138,209,NOAA Continually Updated Shoreline Product,alias,
NOAA,Continually Updated Shoreline Product,138,210,NOAA Shoreline Data Explorer,alias,
NOAA,Continually Updated Shoreline Product,138,211,NOAA shoreline data,alias,
NOAA,Tsunami Forecast Models,139,139,Tsunami Forecast Models,main,
NOAA,Tsunami Forecast Models,139,212,Short-term Inundation Forecasting for Tsunamis,alias,
NOAA,NCTR Tsunami Event Database,140,140,NCTR Tsunami Event Database,main,
NOAA,NCTR Tsunami Event Database,140,213,Tsunami Event Database,alias,
NOAA,International Comprehensive Ocean-Atmosphere Data Set,141,141,International Comprehensive Ocean-Atmosphere Data Set,main,
NOAA,Economics: National Ocean Watch,142,142,Economics: National Ocean Watch,main,
NOAA,Economics: National Ocean Watch,142,223,NOAA Economics: National Ocean Watch,alias,
NSF,Survey of Earned Doctorates,32,25,National Science Foundation Survey of Earned Doctorates,alias,
NSF,Survey of Earned Doctorates,32,32,Survey of Earned Doctorates,main,
NSF,Survey of Earned Doctorates,32,39,NSF Survey of Earned Doctorates,alias,
NSF,Survey of Earned Doctorates,32,71,National Center for Science and Engineering Statistics Survey of Earned Doctorates,alias,
NSF,Survey of Graduate Students and Postdoctorates in Science and Engineering,50,36,National Science Foundation Survey of Graduate Students and Postdoctorates in Science and Engineering,alias,
NSF,Survey of Graduate Students and Postdoctorates in Science and Engineering,50,50,Survey of Graduate Students and Postdoctorates in Science and Engineering,main,
NSF,Survey of Graduate Students and Postdoctorates in Science and Engineering,50,54,NSF Survey of Graduate Students and Postdoctorates in Science and Engineering,alias,
NSF,Survey of Graduate Students and Postdoctorates in Science and Engineering,50,73,National Center for Science and Engineering Statistics Survey of Graduate Students and Postdoctorates in Science and Engineering,alias,
NSF,Survey of Graduate Students and Postdoctorates in Science and Engineering,50,82,NCSES Survey of Graduate Students and Postdoctorates in Science and Engineering,alias,
NSF,Survey of Doctorate Recipients,56,55,National Science Foundation Survey of Doctorate Recipients,alias,
NSF,Survey of Doctorate Recipients,56,56,Survey of Doctorate Recipients,main,
NSF,Survey of Doctorate Recipients,56,74,National Center for Science and Engineering Statistics Survey of Doctorate Recipients,alias,
NSF,Survey of Doctorate Recipients,56,81,NCSES Survey of Doctorate Recipients,alias,
NSF,Survey of Industrial Research and Development,58,18,National Science Foundation Survey of Industrial Research and Development,alias,
NSF,Survey of Industrial Research and Development,58,58,Survey of Industrial Research and Development,main,
NSF,Survey of Industrial Research and Development,58,68,NSF Survey of Industrial Research and Development,alias,
NSF,Survey of Industrial Research and Development,58,75,National Center for Science and Engineering Statistics Survey of Industrial Research and Development,alias,
NSF,Higher Education Research and Development Survey,64,24,NSF Higher Education Research and Development Survey,alias,
NSF,Higher Education Research and Development Survey,64,64,Higher Education Research and Development Survey,main,
NSF,Higher Education Research and Development Survey,64,70,National Science Foundation Higher Education Research and Development Survey,alias,
NSF,Higher Education Research and Development Survey,64,76,National Center for Science and Engineering Statistics Higher Education Research and Development Survey,alias,
NSF,Survey of Science and Engineering Research Facilities,67,67,Survey of Science and Engineering Research Facilities,main,
NSF,Survey of Science and Engineering Research Facilities,67,69,National Science Foundation Survey of Science and Engineering Research Facilities,alias,
NSF,Survey of Science and Engineering Research Facilities,67,72,National Center for Science and Engineering Statistics Survey of Science and Engineering Research Facilities,alias,
NSF,Survey of Science and Engineering Research Facilities,67,77,NSF Survey of Science and Engineering Research Facilities,alias,
NSF,FFRDC Research and Development Survey,78,78,FFRDC Research and Development Survey,main,
NSF,FFRDC Research and Development Survey,78,79,NSF FFRDC Research and Development Survey,alias,
NSF,Survey of State Government Research and Development,80,80,Survey of State Government Research and Development,main,
NSF,National Survey of Recent College Graduates,151,151,National Survey of Recent College Graduates,main,
NSF,National Survey of Recent College Graduates,151,194,National Science Foundation National Survey of Recent College Graduates,alias,
NSF,National Survey of Recent College Graduates,151,195,National Center for Science and Engineering Statistics National Survey of Recent College Graduates,alias,
NSF,National Survey of Recent College Graduates,151,196,NSF National Survey of Recent College Graduates,alias,
NSF,National Survey of College Graduates,152,152,National Survey of College Graduates,main,
NSF,National Survey of College Graduates,152,200,NSF National Survey of College Graduates,alias,
NSF,National Survey of College Graduates,152,201,National Center for Science and Engineering Statistics National Survey of College Graduates,alias,
NSF,National Survey of College Graduates,152,202,National Science Foundation National Survey of College Graduates,alias,
NSF,Business R&D and Innovation Survey,153,153,Business R&D and Innovation Survey,main,
NSF,Business R&D and Innovation Survey,153,203,National Science Foundation Business R&D and Innovation Survey,alias,
NSF,Business R&D and Innovation Survey,153,204,NSF Business R&D and Innovation Survey,alias,
NSF,Business R&D and Innovation Survey,153,205,National Center for Science and Engineering Statistics Business R&D and Innovation Survey,alias,
NSF,"Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions",154,154,"Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions",main,
NSF,"Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions",154,238,"National Science Foundation Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions",alias,
NSF,"Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions",154,239,"NSF Survey of Federal Science and Engineering Support to Universities, Colleges, and Nonprofit Institutions",alias,
NSF,Survey of Federal Funds for Research and Development,155,155,Survey of Federal Funds for Research and Development,main,
NSF,Survey of Federal Funds for Research and Development,155,240,NSF Survey of Federal Funds for Research and Development,alias,
NSF,Survey of Federal Funds for Research and Development,155,241,National Science Foundation Survey of Federal Funds for Research and Development,alias,
NSF,Survey of Federal Funds for Research and Development,155,242,National Center for Science and Engineering Statistics Survey of Federal Funds for Research and Development,alias,
USDA,Rural-Urban Continuum Codes,60,60,Rural-Urban Continuum Codes,main,
USDA,NASS Census of Agriculture,89,87,Census of Agriculture,alias,
USDA,NASS Census of Agriculture,89,88,USDA Census of Agriculture,alias,
USDA,NASS Census of Agriculture,89,89,NASS Census of Agriculture,main,
USDA,NASS Census of Agriculture,89,279,Agricultural Census,alias,
USDA,NASS Census of Agriculture,89,280,USDA Census,alias,
USDA,NASS Census of Agriculture,89,281,AG Census,alias,
USDA,Food Dollar Series,156,156,Food Dollar Series,main,
USDA,Food Dollar Series,156,197,Economic Research Service Food Dollar Series,alias,
USDA,Food Dollar Series,156,198,USDA Economic Research Service Food Dollar Series,alias,
USDA,Food Dollar Series,156,199,USDA ERS Food Dollar Series,alias,
USDA,U.S. Bioenergy Statistics,157,157,U.S. Bioenergy Statistics,main,
USDA,IRI Infoscan/Consumer Network,158,158,IRI Infoscan/Consumer Network,main,
USDA,IRI Infoscan/Consumer Network,158,214,IRI Infoscan,alias,
USDA,IRI Infoscan/Consumer Network,158,215,IRI Consumer Network,alias,
USDA,IRI Infoscan/Consumer Network,158,216,USDA IRI,alias,
USDA,Agricultural Productivity in the U.S.,159,159,Agricultural Productivity in the U.S.,main,
USDA,Agricultural Productivity in the U.S.,159,217,Agricultural Productivity in the US,alias,
USDA,Agricultural Productivity in the U.S.,159,218,USDA ERS Agricultural Productivity in the U.S.,alias,
USDA,Agricultural Productivity in the U.S.,159,219,USDA Economic Research Service Agricultural Productivity in the U.S.,alias,
USDA,Agricultural Productivity in the U.S.,159,220,Economic Research Service Agricultural Productivity in the U.S.,alias,
USDA,Meat Price Spreads,160,160,Meat Price Spreads,main,
USDA,Meat Price Spreads,160,221,USDA Meat Price Spreads,alias,
USDA,Meat Price Spreads,160,222,USDA ERS Meat Price Spreads,alias,
USDA,Food Availability (Per Capita) Data System,161,161,Food Availability (Per Capita) Data System,main,
USDA,International Food Security,162,162,International Food Security,main,
USDA,International Food Security,162,224,USDA International Food Security,alias,
USDA,International Food Security,162,225,Economic Research Service International Food Security,alias,
USDA,International Food Security,162,226,USDA Economic Research Service International Food Security,alias,
USDA,Food Expenditures Data,163,163,Food Expenditures Data,main,
USDA,Food Expenditures Data,163,227,USDA ERS Food Expenditures Data,alias,
USDA,Food Expenditures Data,163,228,ERS Food Expenditures,alias,
USDA,Food Expenditures Data,163,229,Food Expenditures Series,alias,
USDA,Food Expenditures Data,163,230,Food Expenditures Tables,alias,
USDA,Food Expenditures Data,163,231,Economic Research Service Food Expenditures Tables,alias,
USDA,FoodAPS National Household Food Acquisition and Purchase Survey,164,164,FoodAPS National Household Food Acquisition and Purchase Survey,main,
USDA,FoodAPS National Household Food Acquisition and Purchase Survey,164,233,FoodAPS,acronym,
USDA,FoodAPS National Household Food Acquisition and Purchase Survey,164,234,National Household Food Acquisition and Purchase Survey,alias,
USDA,International Agricultural Productivity,165,165,International Agricultural Productivity,main,
USDA,International Agricultural Productivity,165,236,USDA International Agricultural Productivity,alias,
USDA,International Agricultural Productivity,165,237,USDA ERS International Agricultural Productivity,alias,
USDA,Commodity Costs and Returns,166,166,Commodity Costs and Returns,main,
USDA,Commodity Costs and Returns,166,243,USDA Commodity Costs and Returns,alias,
USDA,Commodity Costs and Returns,166,244,USDA Economic Research Service Commodity Costs and Returns,alias,
USDA,Commodity Costs and Returns,166,245,Economic Research Service Commodity Costs and Returns,alias,
USDA,Commodity Costs and Returns,166,246,USDA ERS Commodity Costs and Returns,alias,
USDA,Agricultural Trade Multipliers,167,167,Agricultural Trade Multipliers,main,
USDA,Agricultural Trade Multipliers,167,247,USDA Agricultural Trade Multipliers,alias,
USDA,Food Price Outlook,168,168,Food Price Outlook,main,
USDA,Food Price Outlook,168,248,USDA Food Price Outlook,alias,
USDA,Food Price Outlook,168,249,Economic Research Service USDA Food Price Outlook,alias,
USDA,Irrigation Survey,169,169,Irrigation Survey,main,
USDA,Irrigation Survey,169,253,Farm and Ranch Irrigation Survey,alias,
USDA,June Area Survey,170,170,June Area Survey,main,
USDA,Agricultural Resource Management Survey (ARMS),282,12,ARMS Farm Financial and Crop Production Practices,alias,
USDA,Agricultural Resource Management Survey (ARMS),282,21,Agricultural Resource Management Survey,alias,
USDA,Agricultural Resource Management Survey (ARMS),282,46,Agricultural Resources Management Survey,alias,
USDA,Agricultural Resource Management Survey (ARMS),282,282,Agricultural Resource Management Survey (ARMS),main,
USDA,Agricultural Resource Management Survey (ARMS),282,283,Farm Financial and Crop Production Practices (ERS),alias,
USDA,Agricultural Resource Management Survey (ARMS),282,284,Farm Income and Financial Forecast (ERS),alias,
USDA,Agricultural Resource Management Survey (ARMS),282,285,Farm Household Income and Characteristics (ERS),alias,
USDA,Agricultural Resource Management Survey (ARMS),282,286,Farm Income and Wealth Statistics (ERS),alias,
USDA,Agricultural Resource Management Survey (ARMS),282,287,Farm Production Expenditures (NASS),alias,
USDA,Agricultural Resource Management Survey (ARMS),282,288,Agricultural Resource Management Study,alias,
USDA,Agricultural Resource Management Survey (ARMS),282,289,Agricultural Resources Management Study,alias,
USGS,Advanced National Seismic System (ANSS) Comprehensive Catalog (ComCat),85,83,ANSS Comprehensive Earthquake Catalog,alias,
USGS,Advanced National Seismic System (ANSS) Comprehensive Catalog (ComCat),85,84,ANSS Comprehensive Catalog,alias,
USGS,Advanced National Seismic System (ANSS) Comprehensive Catalog (ComCat),85,85,Advanced National Seismic System (ANSS) Comprehensive Catalog (ComCat),main,
USGS,Advanced National Seismic System (ANSS) Comprehensive Catalog (ComCat),85,86,Advanced National Seismic System Comprehensive Catalog,alias,
USGS,North American Breeding Bird Survey (BBS),91,90,North American Breeding Bird Survey,alias,
USGS,North American Breeding Bird Survey (BBS),91,91,North American Breeding Bird Survey (BBS),main,
USGS,North American Breeding Bird Survey (BBS),91,92,USGS North American Breeding Bird Survey,alias,
USGS,Biodiversity Information Serving Our Nation (BISON),174,174,Biodiversity Information Serving Our Nation (BISON),main,
USGS,Biodiversity Information Serving Our Nation (BISON),174,250,US Geological Survey BISON,alias,
USGS,Global Ecological Land Units (ELUs),175,175,Global Ecological Land Units (ELUs),main,
USGS,Global Ecological Land Units (ELUs),175,251,Global Ecological Land Units,alias,
USGS,Integrated Taxonomic Information System (ITIS),176,176,Integrated Taxonomic Information System (ITIS),main,
USGS,Integrated Taxonomic Information System (ITIS),176,252,itis.gov,url,
USGS,Nonindigenous Aquatic Species Database,177,177,Nonindigenous Aquatic Species Database,main,
USGS,Nonindigenous Aquatic Species Database,177,254,nas.er.usgs.gov,url,
USGS,Nonindigenous Aquatic Species Database,177,255,US Geological Survey Nonindigenous Aquatic Species Database,alias,
USGS,Nonindigenous Aquatic Species Database,177,256,U.S. Geological Survey Nonindigenous Aquatic Species Database,alias,
USGS,Nonindigenous Aquatic Species Database,177,257,USGS Nonindigenous Aquatic Species Database,alias,
USGS,Ocean Biodiversity Information System USA,178,178,Ocean Biodiversity Information System USA,main,
USGS,Ocean Biodiversity Information System USA,178,258,Ocean Biogeographic Information System,alias,
USGS,Protected Areas Database of the United States (PAD-US),179,179,Protected Areas Database of the United States (PAD-US),main,
USGS,Protected Areas Database of the United States (PAD-US),179,259,Protected Areas Database of the United States,alias,
USGS,Protected Areas Database of the United States (PAD-US),179,260,USGS Protected Areas Database of the United States,alias,
USGS,The National Map,180,180,The National Map,main,
USGS,The National Map,180,261,USGS The National Map,alias,
USGS,USA National Phenology Network (NPN) Observation Data,181,181,USA National Phenology Network (NPN) Observation Data,main,
USGS,USA National Phenology Network (NPN) Observation Data,181,262,USA National Phenology Network Database,alias,
USGS,USGS National Geologic Map Database Collection,182,182,USGS National Geologic Map Database Collection,main,
USGS,USGS National Geologic Map Database Collection,182,263,USGS National Geologic Map Database,alias,
USGS,USGS National Geologic Map Database Collection,182,264,U.S. Geological Survey National Geologic Map Database,alias,
USGS,USGS Water Data for the Nation,183,183,USGS Water Data for the Nation,main,
USGS,USGS Water Data for the Nation,183,265,Water Data for the Nation,alias,
USGS,USGS Water Data for the Nation,183,266,U.S. Geological Survey Water Data for the Nation,alias,
deutsche_bundesbank,AUSTA,1001,1001,AUSTA,main,Y
deutsche_bundesbank,AUSTA,1001,1002,Auslandsstatus der Banken,alias,N
deutsche_bundesbank,AUSTA,1001,1003,External position of banks,alias,Y
deutsche_bundesbank,BISTA,1004,1004,BISTA,main,Y
deutsche_bundesbank,BISTA,1004,1005,Monatliche Bilanzstatistik,alias,N
deutsche_bundesbank,BISTA,1004,1006,Monthly balance sheet statistics,alias,Y
deutsche_bundesbank,BLS,1007,1007,BLS,main,Y
deutsche_bundesbank,BLS,1007,1008,Umfrage zum Kreditgeschäft der Banken ,alias,N
deutsche_bundesbank,BLS,1005,1009,Bank lending survey for Germany,alias,N
deutsche_bundesbank,FLS,1010,1010,FLS,main,Y
deutsche_bundesbank,FLS,1010,1011,OECD/INFE Studie zur finanziellen Bildung von Erwachsenen in Deutschland,alias,N
deutsche_bundesbank,FLS,1010,1012,OECD Survey on Adult Financial Literacy,alias,N
deutsche_bundesbank,GUV,1013,1013,GUV,main,Y
deutsche_bundesbank,GUV,1013,1014,Gewinn- und Verlustrechnung der Banken,alias,N
deutsche_bundesbank,GUV,1013,1015,Banks' profit and loss accounts,alias,Y
deutsche_bundesbank,IFS-BASE,1016,1016,IFS-BASE,main,N
deutsche_bundesbank,IFS-BASE,1016,1017,Statistik über Investmentvermögen,alias,N
deutsche_bundesbank,IFS-BASE,1016,1018,Investment funds statistics,alias,Y
deutsche_bundesbank,MIDI,1019,1019,MIDI,main,Y
deutsche_bundesbank,MIDI,1019,1020,Mikrodatenbank Direktinvestitionen,alias,N
deutsche_bundesbank,MIDI,1019,1021,Microdatabase direct investment,alias,N
deutsche_bundesbank,PHF,1022,1022,PHF,main,Y
deutsche_bundesbank,PHF,1022,1023,Panel on household finances,alias,N
deutsche_bundesbank,SHS-BASE,1024,1024,SHS-BASE,main,N
deutsche_bundesbank,SHS-BASE,1024,1025,Statistik über Wertpapierinvestments,alias,N
deutsche_bundesbank,SHS-BASE,1024,1026,Securities holdings statistics,alias,N
deutsche_bundesbank,SITS,1027,1027,SITS,main,Y
deutsche_bundesbank,SITS,1027,1028,Statistik zum internationalen Dienstleistungshandel,alias,N
deutsche_bundesbank,SITS,1027,1029,Statistics on international trade in services,alias,N
deutsche_bundesbank,USTAN,1030,1030,USTAN,main,Y
deutsche_bundesbank,USTAN,1030,1031,Unternehmensbilanzen,alias,N
deutsche_bundesbank,USTAN,1030,1032,Corporate balance sheets,alias,Y
deutsche_bundesbank,ZISTA,1033,1033,ZISTA,main,Y
deutsche_bundesbank,ZISTA,1033,1034,Zinsstatistik,alias,N
deutsche_bundesbank,ZISTA,1033,1035,MFI Interest Rate Statistics (MIR),alias,N
deutsche_bundesbank,VJKRE,1036,1036,VJRKE,main,N
deutsche_bundesbank,VJKRE,1036,1037,Vierteljährliche Kreditnehmerstatistik,alias,N
deutsche_bundesbank,VJKRE,1036,1038,Quarterly borrowers statistics,alias,Y
deutsche_bundesbank,ZENTK,1039,1039,ZENTK,main,N
deutsche_bundesbank,ZENTK,1039,1040,Zentralkartei Banken,alias,N
deutsche_bundesbank,ZENTK,1039,1041,Selected master data for MFIs,alias,N
